Lieu	N° région, département	Série	Unité	2006	2007	2008
CORREZE	19	ES17Taux de pauvreté à 40%	%	3.1	2.6	2.5
CORSE	94	ES17Moyenne du revenu disponible des ménages	Euros	28683.0	29616.0	30816.0
CORSE	94	ES17Médiane du revenu disponible des ménages	Euros	23159.0	23959.0	24752.0
CORSE	94	ES17Premier décile du revenu disponible des ménages	Euros	9926.0	10416.0	10488.0
CORSE	94	ES17Neuvième décile du revenu disponible des ménages	Euros	52046.0	53198.0	55750.0
CORSE	94	ES17Moyenne du niveau de vie des individus	Euros	18517.0	19176.0	20168.0
CORSE	94	ES17Médiane du niveau de vie des individus	Euros	15989.0	16444.0	17404.0
CORSE	94	ES17Premier décile du niveau de vie des individus	Euros	8401.0	8674.0	8981.0
CORSE	94	ES17Neuvième décile du niveau de vie des individus	Euros	30038.0	31038.0	32830.0
CORSE	94	ES17Taux de pauvreté à 60%	%	19.3	20.4	20.0
CORSE	94	ES17Taux de pauvreté à 50%	%	11.3	11.6	11.9
CORSE	94	ES17Taux de pauvreté à 40%	%	5.6	4.8	5.4
COTE-D OR	21	ES17Moyenne du revenu disponible des ménages	Euros	32518.0	33165.0	34406.0
COTE-D OR	21	ES17Médiane du revenu disponible des ménages	Euros	27564.0	28160.0	28853.0
COTE-D OR	21	ES17Premier décile du revenu disponible des ménages	Euros	12565.0	12979.0	13322.0
COTE-D OR	21	ES17Neuvième décile du revenu disponible des ménages	Euros	56353.0	56970.0	59034.0
COTE-D OR	21	ES17Moyenne du niveau de vie des individus	Euros	20858.0	21398.0	22398.0
COTE-D OR	21	ES17Médiane du niveau de vie des individus	Euros	18199.0	18767.0	19539.0
COTE-D OR	21	ES17Premier décile du niveau de vie des individus	Euros	10556.0	10852.0	11410.0
COTE-D OR	21	ES17Neuvième décile du niveau de vie des individus	Euros	32860.0	33463.0	34906.0
COTE-D OR	21	ES17Taux de pauvreté à 60%	%	10.0	10.2	9.9
COTE-D OR	21	ES17Taux de pauvreté à 50%	%	4.9	5.0	4.9
COTE-D OR	21	ES17Taux de pauvreté à 40%	%	1.9	1.8	1.8
COTES-D ARMOR	22	ES17Moyenne du revenu disponible des ménages	Euros	30305.0	30864.0	31932.0
COTES-D ARMOR	22	ES17Médiane du revenu disponible des ménages	Euros	25709.0	26336.0	27065.0
COTES-D ARMOR	22	ES17Premier décile du revenu disponible des ménages	Euros	11314.0	11829.0	12132.0
COTES-D ARMOR	22	ES17Neuvième décile du revenu disponible des ménages	Euros	52757.0	53242.0	55028.0
COTES-D ARMOR	22	ES17Moyenne du niveau de vie des individus	Euros	19477.0	19911.0	20791.0
COTES-D ARMOR	22	ES17Médiane du niveau de vie des individus	Euros	17050.0	17533.0	18421.0
COTES-D ARMOR	22	ES17Premier décile du niveau de vie des individus	Euros	10069.0	10292.0	10819.0
COTES-D ARMOR	22	ES17Neuvième décile du niveau de vie des individus	Euros	30425.0	30956.0	31914.0
COTES-D ARMOR	22	ES17Taux de pauvreté à 60%	%	12.0	12.5	11.9
COTES-D ARMOR	22	ES17Taux de pauvreté à 50%	%	5.8	6.2	6.0
COTES-D ARMOR	22	ES17Taux de pauvreté à 40%	%	2.6	2.5	2.5
CREUSE	23	ES17Moyenne du revenu disponible des ménages	Euros	26472.0	26986.0	27813.0
CREUSE	23	ES17Médiane du revenu disponible des ménages	Euros	22141.0	22786.0	23209.0
CREUSE	23	ES17Premier décile du revenu disponible des ménages	Euros	10011.0	10348.0	10623.0
CREUSE	23	ES17Neuvième décile du revenu disponible des ménages	Euros	46922.0	47402.0	48449.0
CREUSE	23	ES17Moyenne du niveau de vie des individus	Euros	17753.0	18139.0	18927.0
CREUSE	23	ES17Médiane du niveau de vie des individus	Euros	15583.0	15996.0	16871.0
CREUSE	23	ES17Premier décile du niveau de vie des individus	Euros	8858.0	8998.0	9386.0
CREUSE	23	ES17Neuvième décile du niveau de vie des individus	Euros	28174.0	28780.0	29490.0
CREUSE	23	ES17Taux de pauvreté à 60%	%	18.4	19.5	18.8
CREUSE	23	ES17Taux de pauvreté à 50%	%	9.8	10.5	10.4
CREUSE	23	ES17Taux de pauvreté à 40%	%	4.7	4.4	4.3
DEUX-SEVRES	79	ES17Moyenne du revenu disponible des ménages	Euros	30140.0	30846.0	32123.0
DEUX-SEVRES	79	ES17Médiane du revenu disponible des ménages	Euros	25875.0	26571.0	27413.0
DEUX-SEVRES	79	ES17Premier décile du revenu disponible des ménages	Euros	11777.0	12320.0	12659.0
DEUX-SEVRES	79	ES17Neuvième décile du revenu disponible des ménages	Euros	51488.0	52394.0	54359.0
DEUX-SEVRES	79	ES17Moyenne du niveau de vie des individus	Euros	18928.0	19463.0	20479.0
DEUX-SEVRES	79	ES17Médiane du niveau de vie des individus	Euros	16583.0	17120.0	18132.0
DEUX-SEVRES	79	ES17Premier décile du niveau de vie des individus	Euros	9892.0	10190.0	10732.0
DEUX-SEVRES	79	ES17Neuvième décile du niveau de vie des individus	Euros	29409.0	30083.0	31135.0
DEUX-SEVRES	79	ES17Taux de pauvreté à 60%	%	13.0	13.1	12.4
DEUX-SEVRES	79	ES17Taux de pauvreté à 50%	%	6.3	6.2	6.1
DEUX-SEVRES	79	ES17Taux de pauvreté à 40%	%	2.7	2.4	2.4
DORDOGNE	24	ES17Moyenne du revenu disponible des ménages	Euros	28589.0	29222.0	30355.0
DORDOGNE	24	ES17Médiane du revenu disponible des ménages	Euros	24275.0	25023.0	25767.0
DORDOGNE	24	ES17Premier décile du revenu disponible des ménages	Euros	10705.0	11227.0	11531.0
DORDOGNE	24	ES17Neuvième décile du revenu disponible des ménages	Euros	49438.0	50275.0	52052.0
DORDOGNE	24	ES17Moyenne du niveau de vie des individus	Euros	18598.0	19075.0	20020.0
DORDOGNE	24	ES17Médiane du niveau de vie des individus	Euros	16291.0	16798.0	17755.0
DORDOGNE	24	ES17Premier décile du niveau de vie des individus	Euros	9198.0	9389.0	9929.0
DORDOGNE	24	ES17Neuvième décile du niveau de vie des individus	Euros	29354.0	30043.0	31122.0
DORDOGNE	24	ES17Taux de pauvreté à 60%	%	16.1	16.4	15.7
DORDOGNE	24	ES17Taux de pauvreté à 50%	%	8.7	8.9	8.6
DORDOGNE	24	ES17Taux de pauvreté à 40%	%	4.2	3.8	3.8
DOUBS	25	ES17Moyenne du revenu disponible des ménages	Euros	31710.0	32411.0	33602.0
DOUBS	25	ES17Médiane du revenu disponible des ménages	Euros	27013.0	27575.0	28336.0
DOUBS	25	ES17Premier décile du revenu disponible des ménages	Euros	12299.0	12779.0	13025.0
DOUBS	25	ES17Neuvième décile du revenu disponible des ménages	Euros	54937.0	55718.0	58233.0
DOUBS	25	ES17Moyenne du niveau de vie des individus	Euros	19994.0	20546.0	21505.0
DOUBS	25	ES17Médiane du niveau de vie des individus	Euros	17722.0	18290.0	19137.0
DOUBS	25	ES17Premier décile du niveau de vie des individus	Euros	10073.0	10364.0	10883.0
DOUBS	25	ES17Neuvième décile du niveau de vie des individus	Euros	31250.0	31815.0	33417.0
DOUBS	25	ES17Taux de pauvreté à 60%	%	11.9	12.1	11.7
DOUBS	25	ES17Taux de pauvreté à 50%	%	6.1	6.1	6.1
DOUBS	25	ES17Taux de pauvreté à 40%	%	2.3	2.2	2.4
DROME	26	ES17Moyenne du revenu disponible des ménages	Euros	30665.0	31332.0	32734.0
DROME	26	ES17Médiane du revenu disponible des ménages	Euros	25948.0	26650.0	27552.0
DROME	26	ES17Premier décile du revenu disponible des ménages	Euros	11691.0	12163.0	12462.0
DROME	26	ES17Neuvième décile du revenu disponible des ménages	Euros	53306.0	54105.0	56491.0
DROME	26	ES17Moyenne du niveau de vie des individus	Euros	19108.0	19614.0	20700.0
DROME	26	ES17Médiane du niveau de vie des individus	Euros	16675.0	17195.0	18140.0
DROME	26	ES17Premier décile du niveau de vie des individus	Euros	9466.0	9745.0	10361.0
DROME	26	ES17Neuvième décile du niveau de vie des individus	Euros	30346.0	30930.0	32305.0
DROME	26	ES17Taux de pauvreté à 60%	%	14.7	14.9	14.1
DROME	26	ES17Taux de pauvreté à 50%	%	7.8	7.8	7.4
DROME	26	ES17Taux de pauvreté à 40%	%	3.3	3.2	2.9
ESSONNE	91	ES17Moyenne du revenu disponible des ménages	Euros	38844.0	39626.0	41278.0
ESSONNE	91	ES17Médiane du revenu disponible des ménages	Euros	33611.0	34270.0	35558.0
ESSONNE	91	ES17Premier décile du revenu disponible des ménages	Euros	14861.0	15335.0	15676.0
ESSONNE	91	ES17Neuvième décile du revenu disponible des ménages	Euros	67553.0	68451.0	71759.0
ESSONNE	91	ES17Moyenne du niveau de vie des individus	Euros	23036.0	23601.0	24665.0
ESSONNE	91	ES17Médiane du niveau de vie des individus	Euros	20485.0	21070.0	21861.0
ESSONNE	91	ES17Premier décile du niveau de vie des individus	Euros	10928.0	11179.0	11724.0
ESSONNE	91	ES17Neuvième décile du niveau de vie des individus	Euros	37037.0	37632.0	39487.0
ESSONNE	91	ES17Taux de pauvreté à 60%	%	9.0	9.1	9.1
ESSONNE	91	ES17Taux de pauvreté à 50%	%	4.7	4.8	4.9
ESSONNE	91	ES17Taux de pauvreté à 40%	%	1.7	1.8	1.9
EURE	27	ES17Moyenne du revenu disponible des ménages	Euros	33037.0	33770.0	35251.0
EURE	27	ES17Médiane du revenu disponible des ménages	Euros	29060.0	29685.0	30827.0
EURE	27	ES17Premier décile du revenu disponible des ménages	Euros	13157.0	13588.0	13943.0
EURE	27	ES17Neuvième décile du revenu disponible des ménages	Euros	55637.0	56466.0	59052.0
EURE	27	ES17Moyenne du niveau de vie des individus	Euros	19975.0	20526.0	21600.0
EURE	27	ES17Médiane du niveau de vie des individus	Euros	17743.0	18317.0	19205.0
EURE	27	ES17Premier décile du niveau de vie des individus	Euros	10283.0	10549.0	11141.0
EURE	27	ES17Neuvième décile du niveau de vie des individus	Euros	30912.0	31510.0	33075.0
EURE	27	ES17Taux de pauvreté à 60%	%	11.0	11.3	10.8
EURE	27	ES17Taux de pauvreté à 50%	%	5.5	5.6	5.5
EURE	27	ES17Taux de pauvreté à 40%	%	2.0	2.1	2.1
EURE-ET-LOIR	28	ES17Moyenne du revenu disponible des ménages	Euros	33521.0	34349.0	35794.0
EURE-ET-LOIR	28	ES17Médiane du revenu disponible des ménages	Euros	29376.0	30037.0	31023.0
EURE-ET-LOIR	28	ES17Premier décile du revenu disponible des ménages	Euros	13478.0	13864.0	14249.0
EURE-ET-LOIR	28	ES17Neuvième décile du revenu disponible des ménages	Euros	56635.0	57739.0	60150.0
EURE-ET-LOIR	28	ES17Moyenne du niveau de vie des individus	Euros	20401.0	21038.0	22098.0
EURE-ET-LOIR	28	ES17Médiane du niveau de vie des individus	Euros	18122.0	18745.0	19579.0
EURE-ET-LOIR	28	ES17Premier décile du niveau de vie des individus	Euros	10508.0	10830.0	11433.0
EURE-ET-LOIR	28	ES17Neuvième décile du niveau de vie des individus	Euros	31496.0	32322.0	33975.0
EURE-ET-LOIR	28	ES17Taux de pauvreté à 60%	%	10.2	10.2	9.9
EURE-ET-LOIR	28	ES17Taux de pauvreté à 50%	%	5.1	5.1	5.0
EURE-ET-LOIR	28	ES17Taux de pauvreté à 40%	%	2.0	2.0	1.9
FINISTERE	29	ES17Moyenne du revenu disponible des ménages	Euros	30504.0	31127.0	32183.0
FINISTERE	29	ES17Médiane du revenu disponible des ménages	Euros	25811.0	26449.0	27169.0
FINISTERE	29	ES17Premier décile du revenu disponible des ménages	Euros	11587.0	12084.0	12339.0
FINISTERE	29	ES17Neuvième décile du revenu disponible des ménages	Euros	53196.0	53829.0	55443.0
FINISTERE	29	ES17Moyenne du niveau de vie des individus	Euros	19733.0	20209.0	21084.0
FINISTERE	29	ES17Médiane du niveau de vie des individus	Euros	17397.0	17900.0	18708.0
FINISTERE	29	ES17Premier décile du niveau de vie des individus	Euros	10420.0	10635.0	11200.0
FINISTERE	29	ES17Neuvième décile du niveau de vie des individus	Euros	30478.0	31057.0	31993.0
FINISTERE	29	ES17Taux de pauvreté à 60%	%	10.5	11.0	10.6
FINISTERE	29	ES17Taux de pauvreté à 50%	%	5.2	5.4	5.4
FINISTERE	29	ES17Taux de pauvreté à 40%	%	2.1	2.1	2.2
FRANCHE COMTE	43	ES17Moyenne du revenu disponible des ménages	Euros	31107.0	31731.0	32925.0
FRANCHE COMTE	43	ES17Médiane du revenu disponible des ménages	Euros	26658.0	27191.0	27987.0
FRANCHE COMTE	43	ES17Premier décile du revenu disponible des ménages	Euros	12246.0	12690.0	12964.0
FRANCHE COMTE	43	ES17Neuvième décile du revenu disponible des ménages	Euros	53437.0	54198.0	56488.0
FRANCHE COMTE	43	ES17Moyenne du niveau de vie des individus	Euros	19577.0	20071.0	21024.0
FRANCHE COMTE	43	ES17Médiane du niveau de vie des individus	Euros	17345.0	17864.0	18742.0
FRANCHE COMTE	43	ES17Premier décile du niveau de vie des individus	Euros	10035.0	10280.0	10802.0
FRANCHE COMTE	43	ES17Neuvième décile du niveau de vie des individus	Euros	30361.0	30957.0	32339.0
FRANCHE COMTE	43	ES17Taux de pauvreté à 60%	%	12.1	12.5	12.0
FRANCHE COMTE	43	ES17Taux de pauvreté à 50%	%	6.1	6.2	6.2
FRANCHE COMTE	43	ES17Taux de pauvreté à 40%	%	2.3	2.3	2.4
GARD	30	ES17Moyenne du revenu disponible des ménages	Euros	29589.0	30221.0	31491.0
GARD	30	ES17Médiane du revenu disponible des ménages	Euros	24693.0	25361.0	26160.0
GARD	30	ES17Premier décile du revenu disponible des ménages	Euros	10836.0	11223.0	11427.0
GARD	30	ES17Neuvième décile du revenu disponible des ménages	Euros	52197.0	53039.0	55255.0
GARD	30	ES17Moyenne du niveau de vie des individus	Euros	18647.0	19120.0	20153.0
GARD	30	ES17Médiane du niveau de vie des individus	Euros	16208.0	16661.0	17640.0
GARD	30	ES17Premier décile du niveau de vie des individus	Euros	8536.0	8813.0	9268.0
GARD	30	ES17Neuvième décile du niveau de vie des individus	Euros	30040.0	30755.0	32177.0
GARD	30	ES17Taux de pauvreté à 60%	%	18.4	18.7	18.0
GARD	30	ES17Taux de pauvreté à 50%	%	10.9	11.0	10.7
GARD	30	ES17Taux de pauvreté à 40%	%	4.8	4.5	4.5
GERS	32	ES17Moyenne du revenu disponible des ménages	Euros	29194.0	30027.0	31234.0
GERS	32	ES17Médiane du revenu disponible des ménages	Euros	24691.0	25515.0	26363.0
GERS	32	ES17Premier décile du revenu disponible des ménages	Euros	10626.0	11092.0	11401.0
GERS	32	ES17Neuvième décile du revenu disponible des ménages	Euros	51429.0	52542.0	54600.0
GERS	32	ES17Moyenne du niveau de vie des individus	Euros	18743.0	19374.0	20353.0
GERS	32	ES17Médiane du niveau de vie des individus	Euros	16449.0	17054.0	18047.0
GERS	32	ES17Premier décile du niveau de vie des individus	Euros	9347.0	9532.0	10119.0
GERS	32	ES17Neuvième décile du niveau de vie des individus	Euros	29772.0	30712.0	32015.0
GERS	32	ES17Taux de pauvreté à 60%	%	15.4	15.6	14.9
GERS	32	ES17Taux de pauvreté à 50%	%	8.3	8.3	8.0
GERS	32	ES17Taux de pauvreté à 40%	%	4.3	3.7	3.4
GIRONDE	33	ES17Moyenne du revenu disponible des ménages	Euros	31932.0	32779.0	33962.0
GIRONDE	33	ES17Médiane du revenu disponible des ménages	Euros	26770.0	27500.0	28312.0
GIRONDE	33	ES17Premier décile du revenu disponible des ménages	Euros	11694.0	12244.0	12488.0
GIRONDE	33	ES17Neuvième décile du revenu disponible des ménages	Euros	56338.0	57206.0	59262.0
GIRONDE	33	ES17Moyenne du niveau de vie des individus	Euros	20528.0	21150.0	22080.0
GIRONDE	33	ES17Médiane du niveau de vie des individus	Euros	17845.0	18432.0	19209.0
GIRONDE	33	ES17Premier décile du niveau de vie des individus	Euros	9977.0	10289.0	10788.0
GIRONDE	33	ES17Neuvième décile du niveau de vie des individus	Euros	32747.0	33462.0	34972.0
GIRONDE	33	ES17Taux de pauvreté à 60%	%	12.1	12.2	11.9
GIRONDE	33	ES17Taux de pauvreté à 50%	%	6.5	6.5	6.4
GIRONDE	33	ES17Taux de pauvreté à 40%	%	2.7	2.6	2.6
HAUT-RHIN	68	ES17Moyenne du revenu disponible des ménages	Euros	34490.0	34958.0	36159.0
HAUT-RHIN	68	ES17Médiane du revenu disponible des ménages	Euros	29499.0	29943.0	30652.0
HAUT-RHIN	68	ES17Premier décile du revenu disponible des ménages	Euros	13354.0	13660.0	13855.0
HAUT-RHIN	68	ES17Neuvième décile du revenu disponible des ménages	Euros	59883.0	60201.0	62626.0
HAUT-RHIN	68	ES17Moyenne du niveau de vie des individus	Euros	21328.0	21747.0	22725.0
HAUT-RHIN	68	ES17Médiane du niveau de vie des individus	Euros	18749.0	19200.0	19946.0
HAUT-RHIN	68	ES17Premier décile du niveau de vie des individus	Euros	10505.0	10713.0	11166.0
HAUT-RHIN	68	ES17Neuvième décile du niveau de vie des individus	Euros	33892.0	34194.0	35967.0
HAUT-RHIN	68	ES17Taux de pauvreté à 60%	%	10.2	10.6	10.7
HAUT-RHIN	68	ES17Taux de pauvreté à 50%	%	5.3	5.5	5.7
HAUT-RHIN	68	ES17Taux de pauvreté à 40%	%	2.1	2.1	2.2
HAUTE NORMANDIE	23	ES17Moyenne du revenu disponible des ménages	Euros	31825.0	32533.0	33797.0
HAUTE NORMANDIE	23	ES17Médiane du revenu disponible des ménages	Euros	27269.0	27917.0	28751.0
HAUTE NORMANDIE	23	ES17Premier décile du revenu disponible des ménages	Euros	12489.0	12964.0	13234.0
HAUTE NORMANDIE	23	ES17Neuvième décile du revenu disponible des ménages	Euros	54629.0	55470.0	57569.0
HAUTE NORMANDIE	23	ES17Moyenne du niveau de vie des individus	Euros	19690.0	20232.0	21226.0
HAUTE NORMANDIE	23	ES17Médiane du niveau de vie des individus	Euros	17335.0	17887.0	18752.0
HAUTE NORMANDIE	23	ES17Premier décile du niveau de vie des individus	Euros	9873.0	10161.0	10674.0
HAUTE NORMANDIE	23	ES17Neuvième décile du niveau de vie des individus	Euros	30815.0	31429.0	32830.0
HAUTE NORMANDIE	23	ES17Taux de pauvreté à 60%	%	12.7	12.9	12.4
HAUTE NORMANDIE	23	ES17Taux de pauvreté à 50%	%	6.6	6.6	6.5
HAUTE NORMANDIE	23	ES17Taux de pauvreté à 40%	%	2.3	2.3	2.3
HAUTE-GARONNE	31	ES17Moyenne du revenu disponible des ménages	Euros	33264.0	34167.0	35423.0
HAUTE-GARONNE	31	ES17Médiane du revenu disponible des ménages	Euros	27504.0	28312.0	29131.0
HAUTE-GARONNE	31	ES17Premier décile du revenu disponible des ménages	Euros	11510.0	12117.0	12352.0
HAUTE-GARONNE	31	ES17Neuvième décile du revenu disponible des ménages	Euros	59916.0	60855.0	63321.0
HAUTE-GARONNE	31	ES17Moyenne du niveau de vie des individus	Euros	21566.0	22198.0	23172.0
HAUTE-GARONNE	31	ES17Médiane du niveau de vie des individus	Euros	18812.0	19428.0	20185.0
HAUTE-GARONNE	31	ES17Premier décile du niveau de vie des individus	Euros	10011.0	10358.0	10832.0
HAUTE-GARONNE	31	ES17Neuvième décile du niveau de vie des individus	Euros	34792.0	35423.0	37092.0
HAUTE-GARONNE	31	ES17Taux de pauvreté à 60%	%	11.8	11.8	11.6
HAUTE-GARONNE	31	ES17Taux de pauvreté à 50%	%	6.6	6.5	6.5
HAUTE-GARONNE	31	ES17Taux de pauvreté à 40%	%	2.6	2.4	2.5
HAUTE-LOIRE	43	ES17Moyenne du revenu disponible des ménages	Euros	29155.0	29822.0	31088.0
HAUTE-LOIRE	43	ES17Médiane du revenu disponible des ménages	Euros	24837.0	25607.0	26539.0
HAUTE-LOIRE	43	ES17Premier décile du revenu disponible des ménages	Euros	10987.0	11524.0	11882.0
HAUTE-LOIRE	43	ES17Neuvième décile du revenu disponible des ménages	Euros	50327.0	51339.0	53111.0
HAUTE-LOIRE	43	ES17Moyenne du niveau de vie des individus	Euros	18502.0	18976.0	19977.0
HAUTE-LOIRE	43	ES17Médiane du niveau de vie des individus	Euros	16316.0	16767.0	17851.0
HAUTE-LOIRE	43	ES17Premier décile du niveau de vie des individus	Euros	9571.0	9869.0	10444.0
HAUTE-LOIRE	43	ES17Neuvième décile du niveau de vie des individus	Euros	28481.0	29188.0	30329.0
HAUTE-LOIRE	43	ES17Taux de pauvreté à 60%	%	14.6	14.6	13.8
HAUTE-LOIRE	43	ES17Taux de pauvreté à 50%	%	7.4	7.3	7.2
HAUTE-LOIRE	43	ES17Taux de pauvreté à 40%	%	3.7	3.2	3.0
HAUTE-MARNE	52	ES17Moyenne du revenu disponible des ménages	Euros	28864.0	29354.0	30531.0
HAUTE-MARNE	52	ES17Médiane du revenu disponible des ménages	Euros	24579.0	25212.0	25936.0
HAUTE-MARNE	52	ES17Premier décile du revenu disponible des ménages	Euros	11542.0	12013.0	12270.0
HAUTE-MARNE	52	ES17Neuvième décile du revenu disponible des ménages	Euros	49271.0	49952.0	51766.0
HAUTE-MARNE	52	ES17Moyenne du niveau de vie des individus	Euros	18344.0	18767.0	19721.0
HAUTE-MARNE	52	ES17Médiane du niveau de vie des individus	Euros	16243.0	16732.0	17669.0
HAUTE-MARNE	52	ES17Premier décile du niveau de vie des individus	Euros	9526.0	9740.0	10262.0
HAUTE-MARNE	52	ES17Neuvième décile du niveau de vie des individus	Euros	28220.0	28875.0	29922.0
HAUTE-MARNE	52	ES17Taux de pauvreté à 60%	%	14.8	15.2	14.5
HAUTE-MARNE	52	ES17Taux de pauvreté à 50%	%	7.5	7.7	7.5
HAUTE-MARNE	52	ES17Taux de pauvreté à 40%	%	2.9	3.0	3.0
HAUTE-SAONE	70	ES17Moyenne du revenu disponible des ménages	Euros	30082.0	30581.0	31753.0
HAUTE-SAONE	70	ES17Médiane du revenu disponible des ménages	Euros	26208.0	26684.0	27625.0
HAUTE-SAONE	70	ES17Premier décile du revenu disponible des ménages	Euros	12165.0	12571.0	12841.0
HAUTE-SAONE	70	ES17Neuvième décile du revenu disponible des ménages	Euros	50624.0	51267.0	53189.0
HAUTE-SAONE	70	ES17Moyenne du niveau de vie des individus	Euros	18692.0	19074.0	20018.0
HAUTE-SAONE	70	ES17Médiane du niveau de vie des individus	Euros	16632.0	17051.0	18029.0
HAUTE-SAONE	70	ES17Premier décile du niveau de vie des individus	Euros	9917.0	10113.0	10638.0
HAUTE-SAONE	70	ES17Neuvième décile du niveau de vie des individus	Euros	28511.0	29035.0	30034.0
HAUTE-SAONE	70	ES17Taux de pauvreté à 60%	%	12.9	13.5	12.7
HAUTE-SAONE	70	ES17Taux de pauvreté à 50%	%	6.1	6.6	6.4
HAUTE-SAONE	70	ES17Taux de pauvreté à 40%	%	2.3	2.4	2.4
HAUTE-SAVOIE	74	ES17Moyenne du revenu disponible des ménages	Euros	36633.0	37620.0	39749.0
HAUTE-SAVOIE	74	ES17Médiane du revenu disponible des ménages	Euros	30542.0	31349.0	32721.0
HAUTE-SAVOIE	74	ES17Premier décile du revenu disponible des ménages	Euros	12876.0	13429.0	13821.0
HAUTE-SAVOIE	74	ES17Neuvième décile du revenu disponible des ménages	Euros	65383.0	66333.0	71193.0
HAUTE-SAVOIE	74	ES17Moyenne du niveau de vie des individus	Euros	22966.0	23705.0	25227.0
HAUTE-SAVOIE	74	ES17Médiane du niveau de vie des individus	Euros	19587.0	20311.0	21238.0
HAUTE-SAVOIE	74	ES17Premier décile du niveau de vie des individus	Euros	10750.0	11129.0	11729.0
HAUTE-SAVOIE	74	ES17Neuvième décile du niveau de vie des individus	Euros	37645.0	38611.0	41449.0
HAUTE-SAVOIE	74	ES17Taux de pauvreté à 60%	%	9.5	9.3	9.1
HAUTE-SAVOIE	74	ES17Taux de pauvreté à 50%	%	5.4	5.3	5.3
HAUTE-SAVOIE	74	ES17Taux de pauvreté à 40%	%	2.8	2.6	2.7
HAUTE-VIENNE	87	ES17Moyenne du revenu disponible des ménages	Euros	29828.0	30372.0	31246.0
HAUTE-VIENNE	87	ES17Médiane du revenu disponible des ménages	Euros	25121.0	25764.0	26275.0
HAUTE-VIENNE	87	ES17Premier décile du revenu disponible des ménages	Euros	11257.0	11735.0	11943.0
HAUTE-VIENNE	87	ES17Neuvième décile du revenu disponible des ménages	Euros	51992.0	52659.0	54076.0
HAUTE-VIENNE	87	ES17Moyenne du niveau de vie des individus	Euros	19805.0	20208.0	20981.0
HAUTE-VIENNE	87	ES17Médiane du niveau de vie des individus	Euros	17369.0	17869.0	18600.0
HAUTE-VIENNE	87	ES17Premier décile du niveau de vie des individus	Euros	9728.0	9935.0	10386.0
HAUTE-VIENNE	87	ES17Neuvième décile du niveau de vie des individus	Euros	31372.0	31769.0	32736.0
HAUTE-VIENNE	87	ES17Taux de pauvreté à 60%	%	13.2	13.8	13.6
HAUTE-VIENNE	87	ES17Taux de pauvreté à 50%	%	7.1	7.3	7.4
HAUTE-VIENNE	87	ES17Taux de pauvreté à 40%	%	3.1	3.0	2.9
HAUTES-ALPES	05	ES17Moyenne du revenu disponible des ménages	Euros	29738.0	30399.0	31534.0
HAUTES-ALPES	05	ES17Médiane du revenu disponible des ménages	Euros	25161.0	25777.0	26467.0
HAUTES-ALPES	05	ES17Premier décile du revenu disponible des ménages	Euros	11227.0	11773.0	12077.0
HAUTES-ALPES	05	ES17Neuvième décile du revenu disponible des ménages	Euros	51891.0	52746.0	54426.0
HAUTES-ALPES	05	ES17Moyenne du niveau de vie des individus	Euros	19246.0	19787.0	20731.0
HAUTES-ALPES	05	ES17Médiane du niveau de vie des individus	Euros	16848.0	17362.0	18244.0
HAUTES-ALPES	05	ES17Premier décile du niveau de vie des individus	Euros	9732.0	10055.0	10556.0
HAUTES-ALPES	05	ES17Neuvième décile du niveau de vie des individus	Euros	30383.0	31115.0	32251.0
HAUTES-ALPES	05	ES17Taux de pauvreté à 60%	%	13.4	13.4	13.0
HAUTES-ALPES	05	ES17Taux de pauvreté à 50%	%	6.9	6.9	6.9
HAUTES-ALPES	05	ES17Taux de pauvreté à 40%	%	3.4	3.0	2.9
HAUTES-PYRENEES	65	ES17Moyenne du revenu disponible des ménages	Euros	29114.0	29681.0	30630.0
HAUTES-PYRENEES	65	ES17Médiane du revenu disponible des ménages	Euros	24811.0	25400.0	25966.0
HAUTES-PYRENEES	65	ES17Premier décile du revenu disponible des ménages	Euros	11111.0	11490.0	11706.0
HAUTES-PYRENEES	65	ES17Neuvième décile du revenu disponible des ménages	Euros	50758.0	51149.0	53063.0
HAUTES-PYRENEES	65	ES17Moyenne du niveau de vie des individus	Euros	18964.0	19428.0	20275.0
HAUTES-PYRENEES	65	ES17Médiane du niveau de vie des individus	Euros	16772.0	17290.0	18097.0
HAUTES-PYRENEES	65	ES17Premier décile du niveau de vie des individus	Euros	9762.0	9974.0	10461.0
HAUTES-PYRENEES	65	ES17Neuvième décile du niveau de vie des individus	Euros	29532.0	30018.0	31160.0
HAUTES-PYRENEES	65	ES17Taux de pauvreté à 60%	%	13.4	13.9	13.5
HAUTES-PYRENEES	65	ES17Taux de pauvreté à 50%	%	6.8	7.0	7.0
HAUTES-PYRENEES	65	ES17Taux de pauvreté à 40%	%	2.8	2.6	2.7
HAUTS-DE-SEINE	92	ES17Moyenne du revenu disponible des ménages	Euros	41706.0	43349.0	45876.0
HAUTS-DE-SEINE	92	ES17Médiane du revenu disponible des ménages	Euros	31081.0	32070.0	33452.0
HAUTS-DE-SEINE	92	ES17Premier décile du revenu disponible des ménages	Euros	13756.0	14391.0	14744.0
HAUTS-DE-SEINE	92	ES17Neuvième décile du revenu disponible des ménages	Euros	78371.0	80691.0	86301.0
HAUTS-DE-SEINE	92	ES17Moyenne du niveau de vie des individus	Euros	27368.0	28570.0	30267.0
