Lieu	N° région, département	Série	Unité	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
CHAMPAGNE-ARDENNE	21	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAMPAGNE-ARDENNE	21	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
CHAMPAGNE-ARDENNE	21	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	32.0	37.0	32.0
CORSE	94	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	4.0	4.0	3.0	3.0	3.0
CORSE	94	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	ND	ND	ND	ND	ND	ND	130651.0	130651.0	130651.0	130651.0	130651.0	130651.0	130651.0
CORSE	94	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	ND	ND	ND	ND	ND	ND	ND	ND	28.0	27.0	22.0	23.0	19.0
CORSE	94	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	ND	ND	ND	ND	ND	ND	ND	20.0	22.0	11.0	2.0	5.0	0.0
CORSE	94	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	ND	ND	ND	ND	ND	ND	ND	6.8	13.3	3.3	1.3	2.7	0.0
CORSE	94	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	13.5	13.3	6.5	2.0	2.7	ND
CORSE	94	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	ND	ND	ND	ND	ND	ND	ND	3.0	1.0	1.0	0.0	0.0	0.0
CORSE	94	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	ND	ND	ND	ND	ND	ND	ND	0.8	0.3	0.3	0.0	0.0	0.0
CORSE	94	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	3.0	1.0	1.0	ND	ND	ND
CORSE	94	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	ND	ND	ND	ND	ND	ND	ND	12.0	14.0	5.0	1.0	3.0	0.0
CORSE	94	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	0.0
CORSE	94	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
CORSE	94	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	ND	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
CORSE	94	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
CORSE	94	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
FRANCHE COMTE	43	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	4.0	4.0	7.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	6.0	4.0
FRANCHE COMTE	43	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	274424.0	243552.0	330740.0	330740.0	330740.0	330740.0	330740.0	330740.0	303579.0	330740.0	330740.0	330740.0	301585.0
FRANCHE COMTE	43	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	25.0	23.0	19.0	20.0	17.0	19.0	19.0	24.0	25.0	25.0	24.0	25.0	23.0
FRANCHE COMTE	43	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	32.0	8.0	23.0	34.0	23.0	23.0	40.0	33.0	50.0	59.0	53.0	61.0	39.0
FRANCHE COMTE	43	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	8.0	2.0	7.4	9.1	4.7	4.4	13.7	18.7	21.3	27.0	25.7	25.0	21.8
FRANCHE COMTE	43	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	32.0	8.0	13.0	10.7	6.6	10.3	13.7	22.4	25.6	32.4	25.7	37.5	21.8
FRANCHE COMTE	43	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	0.0	0.0	5.0	3.0	1.0	0.0	4.0	11.0	8.0	11.0	6.0	5.0	5.0
FRANCHE COMTE	43	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	0.0	0.0	1.0	0.6	0.3	0.0	0.9	5.2	3.0	5.5	1.2	1.2	2.8
FRANCHE COMTE	43	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	3.5	2.0	1.0	ND	1.5	6.2	3.6	6.6	2.3	2.3	2.8
FRANCHE COMTE	43	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	15.0	5.0	16.0	22.0	10.0	15.0	27.0	20.0	34.0	39.0	32.0	41.0	23.0
FRANCHE COMTE	43	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0
FRANCHE COMTE	43	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	1.0	ND	ND	ND
FRANCHE COMTE	43	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRANCHE COMTE	43	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0
FRANCHE COMTE	43	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	22.0	19.0	20.0	22.0	19.0	21.0	22.0	25.0	31.0	32.0	30.0	28.0	26.0
HAUTE NORMANDIE	23	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	6.0	5.0	5.0	5.0	5.0	6.0	6.0	6.0	7.0	6.0	6.0	6.0	7.0
HAUTE NORMANDIE	23	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	765901.0	765901.0	765901.0	765901.0	765901.0	765901.0	765901.0	765901.0	765901.0	765901.0	765901.0	765901.0	765901.0
HAUTE NORMANDIE	23	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	19.0	20.0	20.0	22.0	19.0	19.0	20.0	27.0	23.0	25.0	24.0	25.0	24.0
HAUTE NORMANDIE	23	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	11.0	24.0	25.0	40.0	11.0	17.0	17.0	67.0	41.0	54.0	42.0	51.0	44.0
HAUTE NORMANDIE	23	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	2.7	9.6	9.0	15.6	4.0	5.0	7.8	41.0	18.4	37.0	23.0	37.2	24.3
HAUTE NORMANDIE	23	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	5.3	9.6	9.0	15.6	5.0	6.0	7.8	41.0	21.5	37.0	23.0	37.2	34.0
HAUTE NORMANDIE	23	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	2.0	2.0	4.0	4.0	3.0	3.0	4.0	15.0	9.0	7.0	7.0	13.0	11.0
HAUTE NORMANDIE	23	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	0.3	0.4	1.2	0.8	0.6	0.8	1.3	9.2	2.3	4.0	4.7	7.5	4.0
HAUTE NORMANDIE	23	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	2.0	2.0	2.0	2.0	3.0	1.7	2.7	9.2	3.2	4.0	4.7	7.5	5.6
HAUTE NORMANDIE	23	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	5.0	13.0	13.0	23.0	8.0	8.0	9.0	45.0	26.0	34.0	22.0	35.0	30.0
HAUTE NORMANDIE	23	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HAUTE NORMANDIE	23	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
HAUTE NORMANDIE	23	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HAUTE NORMANDIE	23	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0
HAUTE NORMANDIE	23	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	28.0	27.0	27.0	28.0	26.0	28.0	27.0	34.0	32.0	31.0	29.0	32.0	30.0
ILE DE FRANCE	11	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	7.0	10.0	11.0	11.0	14.0	14.0	13.0	13.0	13.0	13.0	13.0	11.0	12.0
ILE DE FRANCE	11	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7
ILE DE FRANCE	11	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	22.0	22.0	22.0	24.0	20.0	20.0	21.0	28.0	24.0	28.0	26.0	27.0	25.0
ILE DE FRANCE	11	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	18.0	26.0	28.0	44.0	15.0	13.0	15.0	73.0	41.0	70.0	51.0	65.0	60.0
ILE DE FRANCE	11	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	9.4	7.5	12.0	21.2	6.2	2.4	5.4	47.6	17.0	38.8	27.9	41.4	34.9
ILE DE FRANCE	11	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	9.4	10.7	12.0	21.2	6.7	2.8	5.4	47.6	18.4	42.0	27.9	41.4	38.1
ILE DE FRANCE	11	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	3.0	1.0	3.0	0.0	0.0	0.0	2.0	14.0	0.0	6.0	3.0	17.0	10.0
ILE DE FRANCE	11	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	1.9	0.1	1.0	0.0	0.0	0.0	0.6	7.7	0.0	4.6	2.2	7.8	2.8
ILE DE FRANCE	11	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	2.2	1.0	1.8	ND	ND	ND	1.6	7.7	ND	5.0	2.2	7.8	3.7
ILE DE FRANCE	11	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	8.0	16.0	11.0	27.0	8.0	5.0	6.0	49.0	24.0	45.0	30.0	43.0	40.0
ILE DE FRANCE	11	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.2	0.0
ILE DE FRANCE	11	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	4.0	ND	ND	ND	2.0	ND
ILE DE FRANCE	11	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ILE DE FRANCE	11	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	1.0	2.0	2.0	2.0	1.0	3.0	4.0	4.0	4.0	6.0	7.0	8.0	8.0
ILE DE FRANCE	11	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	43.0	43.0	42.0	44.0	39.0	40.0	39.0	49.0	45.0	46.0	43.0	43.0	43.0
LANGUEDOC-ROUSSILLON	91	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	6.0	5.0	5.0	5.0	5.0
LANGUEDOC-ROUSSILLON	91	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	757133.0	757133.0	757133.0	757133.0	757133.0	757133.0	757133.0	757133.0	757133.0	757133.0	757133.0	757133.0	757133.0
LANGUEDOC-ROUSSILLON	91	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	22.0	21.0	21.0	24.0	21.0	20.0	21.0	25.0	21.0	22.0	20.0	21.0	20.0
LANGUEDOC-ROUSSILLON	91	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	15.0	15.0	10.0	18.0	22.0	6.0	21.0	59.0	27.0	38.0	15.0	38.0	15.0
LANGUEDOC-ROUSSILLON	91	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	5.2	4.6	3.2	7.4	9.6	2.0	7.4	27.0	9.2	11.4	4.0	15.6	5.0
LANGUEDOC-ROUSSILLON	91	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	6.5	5.8	5.3	7.4	9.6	3.3	7.4	27.0	13.8	11.4	4.0	15.6	5.0
LANGUEDOC-ROUSSILLON	91	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
LANGUEDOC-ROUSSILLON	91	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	0.4	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
LANGUEDOC-ROUSSILLON	91	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	2.0	2.0	ND	ND	ND	ND	ND	ND	2.5	ND
LANGUEDOC-ROUSSILLON	91	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	4.0	5.0	4.0	7.0	14.0	2.0	9.0	34.0	15.0	21.0	6.0	20.0	5.0
LANGUEDOC-ROUSSILLON	91	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LANGUEDOC-ROUSSILLON	91	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LANGUEDOC-ROUSSILLON	91	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LANGUEDOC-ROUSSILLON	91	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0
LANGUEDOC-ROUSSILLON	91	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	ND	26.0	27.0	29.0	26.0	24.0	27.0	31.0	25.0	27.0	25.0	27.0	23.0
LIMOUSIN	74	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	7.0	7.0	8.0	8.0	8.0	8.0	8.0	7.0	7.0	7.0	6.0	6.0	7.0
LIMOUSIN	74	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0
LIMOUSIN	74	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	17.0	16.0	17.0	18.0	17.0	16.0	16.0	21.0	18.0	19.0	18.0	19.0	18.0
LIMOUSIN	74	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	9.0	9.0	6.0	14.0	15.0	10.0	9.0	13.0	9.0	15.0	10.0	21.0	24.0
LIMOUSIN	74	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	1.4	1.7	1.0	2.9	2.6	1.6	2.0	3.3	6.3	6.7	4.5	13.0	8.1
LIMOUSIN	74	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	2.5	2.4	4.0	4.6	3.5	6.5	2.7	5.8	6.3	6.7	4.5	13.0	11.4
LIMOUSIN	74	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	5.0
LIMOUSIN	74	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.2	0.7
LIMOUSIN	74	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	2.0	ND	ND	ND	1.0	2.5
LIMOUSIN	74	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	3.0	6.0	3.0	6.0	9.0	6.0	4.0	8.0	7.0	9.0	5.0	14.0	14.0
LIMOUSIN	74	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIMOUSIN	74	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LIMOUSIN	74	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIMOUSIN	74	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
LIMOUSIN	74	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	ND	ND	ND	ND	ND	ND	ND	ND	ND	23.0	ND	22.0	21.0
LORRAINE	41	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	17.0	18.0	17.0	17.0	19.0	18.0	18.0	20.0	21.0	17.0	17.0	19.0	18.0
LORRAINE	41	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	974091.0	974091.0	974091.0	974091.0	974091.0	974091.0	979543.0	984907.0	984907.0	982337.0	982337.0	982337.0	982337.0
LORRAINE	41	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	19.0	16.0	19.0	21.0	17.0	17.0	19.0	22.0	19.0	21.0	22.0	19.0	18.0
LORRAINE	41	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	82.0	44.0	102.0	94.0	87.0	57.0	83.0	103.0	51.0	59.0	92.0	59.0	49.0
LORRAINE	41	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	11.9	4.9	16.8	16.8	8.3	6.8	11.7	20.4	8.5	16.4	19.9	11.5	9.5
LORRAINE	41	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	13.5	8.0	21.9	20.4	9.9	6.8	12.4	20.4	9.9	16.4	21.2	14.5	12.2
LORRAINE	41	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	15.0	2.0	18.0	25.0	17.0	7.0	13.0	18.0	6.0	10.0	11.0	6.0	2.0
LORRAINE	41	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	2.0	0.4	1.5	2.3	1.0	0.6	1.1	5.5	1.0	3.8	1.1	0.6	0.3
LORRAINE	41	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	3.8	1.4	4.3	7.8	3.8	1.8	2.9	5.5	3.7	4.3	3.0	1.5	1.3
LORRAINE	41	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	48.0	21.0	65.0	59.0	48.0	32.0	52.0	64.0	28.0	38.0	58.0	39.0	30.0
LORRAINE	41	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0
LORRAINE	41	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	3.0	3.0	ND	ND	ND	3.0	ND	ND	ND	ND	ND
LORRAINE	41	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LORRAINE	41	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LORRAINE	41	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	10.0	11.0	10.0	19.0	21.0	25.0	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	4.0	5.0	3.0	6.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	8.0	7.0
MIDI-PYRENEES	73	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	1029186.0	1085685.0	1029186.0	1085685.0	1103331.0	1103331.0	1103331.0	1103331.0	1103331.0	1103331.0	1103331.0	1103331.0	1103331.0
MIDI-PYRENEES	73	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	22.0	21.0	19.0	21.0	19.0	19.0	19.0	22.0	19.0	22.0	22.0	25.0	19.0
MIDI-PYRENEES	73	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	28.0	19.0	15.0	16.0	17.0	14.0	9.0	43.0	20.0	27.0	32.0	41.0	29.0
MIDI-PYRENEES	73	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	10.5	5.2	5.7	5.5	4.0	5.3	3.1	16.6	7.3	12.4	12.3	18.5	9.7
MIDI-PYRENEES	73	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	10.5	8.7	5.7	6.6	5.6	5.3	3.7	16.6	7.3	12.4	12.3	24.7	13.6
MIDI-PYRENEES	73	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	0.0	3.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	2.0	2.0	3.0	4.0
MIDI-PYRENEES	73	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	0.0	0.6	0.0	1.2	0.0	0.6	0.0	0.0	0.1	1.0	0.3	0.9	0.6
