Lieu	N° région, département	Série	Unité	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
CORSE	94	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
CORSE	94	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	ND	ND	ND	ND	ND	ND	ND	40.0	26.0	43.0	65.0	40.0	43.0
CORSE	94	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	ND	ND	ND	ND	ND	ND	ND	0.3	0.0	2.3	9.0	1.3	2.0
CORSE	94	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	1.0	ND	9.0	18.0	5.0	4.0
CORSE	94	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
CORSE	94	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	86.0
FRANCHE COMTE	43	AI02Nombre de capteurs analysant l'ozone en situation de fond urbain (SFU)	nombre	8.0	9.0	10.0	10.0	10.0	11.0	10.0	11.0	11.0	11.0	12.0	10.0	10.0
FRANCHE COMTE	43	AI02Population des unités urbaines dans lesquelles se trouvent des capteurs analysant l'ozone en SFU	nombre	387366.0	387366.0	439155.0	439155.0	439155.0	442001.0	442001.0	442001.0	442001.0	442001.0	442001.0	442001.0	442001.0
FRANCHE COMTE	43	AI02Concentration moyenne annuelle en ozone (en µg/m3) en SFU	µg/m3	42.0	44.0	44.0	55.0	46.0	47.0	50.0	46.0	47.0	49.0	50.0	48.0	50.0
FRANCHE COMTE	43	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour l'ozone (180 µg/m3 en moyenne sur 1 heure) en SFU	nombre	1.0	6.0	1.0	20.0	3.0	3.0	4.0	0.0	0.0	1.0	4.0	0.0	0.0
FRANCHE COMTE	43	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU	nombre	0.1	1.2	0.2	8.2	0.7	0.5	0.5	0.0	0.0	0.1	0.4	0.0	0.0
FRANCHE COMTE	43	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	1.0	1.8	1.0	8.2	1.4	1.2	1.3	ND	ND	1.0	2.5	ND	ND
FRANCHE COMTE	43	AI02Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour l'ozone (240 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRANCHE COMTE	43	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRANCHE COMTE	43	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
FRANCHE COMTE	43	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	38.0	53.0	39.0	104.0	43.0	43.0	48.0	42.0	33.0	33.0	39.0	33.0	22.0
FRANCHE COMTE	43	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	0.5	4.8	0.8	41.0	0.6	1.5	4.6	0.0	0.0	0.0	2.3	0.4	0.0
FRANCHE COMTE	43	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	4.0	8.6	4.0	41.0	6.0	4.0	5.8	ND	ND	ND	6.8	4.0	ND
FRANCHE COMTE	43	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FRANCHE COMTE	43	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	53.0	ND	56.0	65.0	54.0	57.0	56.0	57.0	56.0	57.0	56.0	52.0	53.0
HAUTE NORMANDIE	23	AI02Nombre de capteurs analysant l'ozone en situation de fond urbain (SFU)	nombre	12.0	12.0	11.0	11.0	11.0	11.0	10.0	10.0	11.0	10.0	10.0	9.0	9.0
HAUTE NORMANDIE	23	AI02Population des unités urbaines dans lesquelles se trouvent des capteurs analysant l'ozone en SFU	nombre	771137.0	771137.0	771137.0	771137.0	771137.0	771137.0	771137.0	771137.0	771137.0	771137.0	771137.0	1082600.0	1082600.0
HAUTE NORMANDIE	23	AI02Concentration moyenne annuelle en ozone (en µg/m3) en SFU	µg/m3	46.0	46.0	46.0	49.0	46.0	46.0	49.0	48.0	51.0	49.0	50.0	50.0	49.0
HAUTE NORMANDIE	23	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour l'ozone (180 µg/m3 en moyenne sur 1 heure) en SFU	nombre	3.0	8.0	1.0	14.0	2.0	4.0	10.0	1.0	0.0	1.0	1.0	1.0	4.0
HAUTE NORMANDIE	23	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU	nombre	0.3	2.3	0.2	5.1	0.2	0.7	2.9	0.1	0.0	0.5	0.1	0.2	0.9
HAUTE NORMANDIE	23	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	1.3	2.7	1.0	5.1	1.0	1.6	3.2	1.0	ND	1.0	1.0	1.0	1.3
HAUTE NORMANDIE	23	AI02Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour l'ozone (240 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HAUTE NORMANDIE	23	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HAUTE NORMANDIE	23	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	1.0	ND	ND	ND	ND	ND	ND	ND	ND	ND
HAUTE NORMANDIE	23	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	19.0	29.0	12.0	45.0	19.0	19.0	34.0	21.0	22.0	10.0	24.0	23.0	13.0
HAUTE NORMANDIE	23	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	0.0	0.3	0.0	5.3	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0
HAUTE NORMANDIE	23	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	1.5	ND	8.3	ND	ND	3.0	ND	ND	ND	ND	ND	ND
HAUTE NORMANDIE	23	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	4.0	3.0	3.0	3.0
HAUTE NORMANDIE	23	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	49.0	52.0	53.0	56.0	53.0	51.0	54.0	53.0	54.0	52.0	54.0	53.0	52.0
ILE DE FRANCE	11	AI02Nombre de capteurs analysant l'ozone en situation de fond urbain (SFU)	nombre	15.0	16.0	17.0	17.0	19.0	20.0	19.0	19.0	19.0	19.0	19.0	19.0	19.0
ILE DE FRANCE	11	AI02Population des unités urbaines dans lesquelles se trouvent des capteurs analysant l'ozone en SFU	nombre	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7	1.0460118E7
ILE DE FRANCE	11	AI02Concentration moyenne annuelle en ozone (en µg/m3) en SFU	µg/m3	34.0	38.0	39.0	44.0	41.0	40.0	42.0	38.0	40.0	40.0	41.0	41.0	40.0
ILE DE FRANCE	11	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour l'ozone (180 µg/m3 en moyenne sur 1 heure) en SFU	nombre	1.0	13.0	6.0	20.0	3.0	9.0	13.0	3.0	1.0	5.0	3.0	2.0	3.0
ILE DE FRANCE	11	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU	nombre	0.5	3.8	2.2	9.0	0.9	3.5	4.1	0.3	0.1	0.8	0.8	0.3	1.2
ILE DE FRANCE	11	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	1.0	4.4	2.2	9.6	1.2	4.1	4.1	1.0	1.0	1.4	1.3	1.0	1.8
ILE DE FRANCE	11	AI02Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour l'ozone (240 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	0.0	1.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ILE DE FRANCE	11	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.1	1.1	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ILE DE FRANCE	11	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	1.0	1.6	ND	1.0	ND	ND	ND	ND	ND	ND	ND
ILE DE FRANCE	11	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	21.0	38.0	22.0	67.0	31.0	26.0	39.0	25.0	21.0	16.0	25.0	24.0	15.0
ILE DE FRANCE	11	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	0.0	1.1	0.0	14.9	0.0	0.0	3.3	0.0	0.0	0.0	0.0	0.0	0.0
ILE DE FRANCE	11	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	5.7	ND	16.9	ND	ND	4.5	ND	ND	ND	ND	ND	ND
ILE DE FRANCE	11	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	7.0	7.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0
ILE DE FRANCE	11	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	50.0	52.0	52.0	58.0	52.0	51.0	52.0	49.0	50.0	50.0	52.0	51.0	50.0
LANGUEDOC-ROUSSILLON	91	AI02Nombre de capteurs analysant l'ozone en situation de fond urbain (SFU)	nombre	12.0	10.0	10.0	11.0	11.0	10.0	11.0	11.0	11.0	10.0	10.0	9.0	9.0
LANGUEDOC-ROUSSILLON	91	AI02Population des unités urbaines dans lesquelles se trouvent des capteurs analysant l'ozone en SFU	nombre	850496.0	757133.0	757133.0	781700.0	913822.0	913822.0	913822.0	913822.0	1007185.0	1007185.0	1007185.0	1007185.0	1007185.0
LANGUEDOC-ROUSSILLON	91	AI02Concentration moyenne annuelle en ozone (en µg/m3) en SFU	µg/m3	60.0	62.0	60.0	65.0	60.0	64.0	63.0	60.0	61.0	65.0	65.0	62.0	64.0
LANGUEDOC-ROUSSILLON	91	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour l'ozone (180 µg/m3 en moyenne sur 1 heure) en SFU	nombre	3.0	19.0	10.0	26.0	5.0	8.0	9.0	4.0	3.0	2.0	10.0	1.0	1.0
LANGUEDOC-ROUSSILLON	91	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU	nombre	0.3	5.4	1.9	8.2	1.5	1.8	2.4	0.5	0.5	0.2	1.7	0.1	0.1
LANGUEDOC-ROUSSILLON	91	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	2.0	6.8	3.2	10.0	2.4	2.3	2.4	1.7	1.2	1.0	3.4	1.0	1.0
LANGUEDOC-ROUSSILLON	91	AI02Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour l'ozone (240 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LANGUEDOC-ROUSSILLON	91	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LANGUEDOC-ROUSSILLON	91	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	1.0	ND	ND	ND	ND	ND	ND	ND	ND	ND
LANGUEDOC-ROUSSILLON	91	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	55.0	69.0	77.0	100.0	68.0	88.0	73.0	72.0	60.0	94.0	72.0	90.0	63.0
LANGUEDOC-ROUSSILLON	91	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	5.6	16.2	8.9	33.5	9.9	15.4	15.2	7.9	4.5	13.5	15.4	19.2	4.0
LANGUEDOC-ROUSSILLON	91	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	13.4	20.3	14.8	41.0	13.6	17.1	20.9	12.4	12.5	19.3	19.3	21.6	7.2
LANGUEDOC-ROUSSILLON	91	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	1.0	1.0	0.0	2.0	3.0	3.0	2.0	3.0	3.0	3.0	4.0	2.0	2.0
LANGUEDOC-ROUSSILLON	91	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	ND	ND	ND	ND	70.0	73.0	75.0	69.0	71.0	72.0	69.0	72.0	71.0
LIMOUSIN	74	AI02Nombre de capteurs analysant l'ozone en situation de fond urbain (SFU)	nombre	6.0	6.0	7.0	7.0	7.0	7.0	7.0	6.0	6.0	6.0	6.0	6.0	6.0
LIMOUSIN	74	AI02Population des unités urbaines dans lesquelles se trouvent des capteurs analysant l'ozone en SFU	nombre	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0	310608.0
LIMOUSIN	74	AI02Concentration moyenne annuelle en ozone (en µg/m3) en SFU	µg/m3	46.0	46.0	45.0	51.0	45.0	48.0	51.0	46.0	47.0	49.0	50.0	48.0	49.0
LIMOUSIN	74	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour l'ozone (180 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	0.0	0.0	5.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LIMOUSIN	74	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.0	2.3	0.0	0.3	0.1	0.0	0.0	0.0	0.0	0.0	0.0
LIMOUSIN	74	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	3.2	ND	1.0	1.0	ND	ND	ND	ND	ND	ND
LIMOUSIN	74	AI02Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour l'ozone (240 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIMOUSIN	74	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIMOUSIN	74	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LIMOUSIN	74	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	10.0	16.0	11.0	56.0	13.0	24.0	28.0	13.0	11.0	11.0	28.0	15.0	12.0
LIMOUSIN	74	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.0	12.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIMOUSIN	74	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	12.7	ND	ND	ND	ND	ND	ND	ND	ND	ND
LIMOUSIN	74	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
LIMOUSIN	74	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	ND	ND	ND	ND	72.0	78.0	78.0	71.0	69.0	76.0	77.0	77.0	76.0
LORRAINE	41	AI02Nombre de capteurs analysant l'ozone en situation de fond urbain (SFU)	nombre	23.0	23.0	23.0	24.0	26.0	25.0	26.0	27.0	26.0	25.0	24.0	24.0	24.0
LORRAINE	41	AI02Population des unités urbaines dans lesquelles se trouvent des capteurs analysant l'ozone en SFU	nombre	1039416.0	1039416.0	1039416.0	1043196.0	1043420.0	1043420.0	1079252.0	1081822.0	1045990.0	1016396.0	1016396.0	1045990.0	1078042.0
LORRAINE	41	AI02Concentration moyenne annuelle en ozone (en µg/m3) en SFU	µg/m3	40.0	45.0	45.0	50.0	44.0	45.0	46.0	43.0	45.0	45.0	45.0	45.0	46.0
LORRAINE	41	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour l'ozone (180 µg/m3 en moyenne sur 1 heure) en SFU	nombre	1.0	16.0	5.0	23.0	7.0	11.0	14.0	5.0	3.0	2.0	6.0	2.0	2.0
LORRAINE	41	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU	nombre	0.0	3.4	0.6	6.6	1.1	2.4	2.5	0.3	0.1	0.1	0.8	0.2	0.3
LORRAINE	41	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	1.0	4.2	1.6	7.2	1.8	3.7	3.2	1.5	1.5	1.5	1.7	1.0	1.2
LORRAINE	41	AI02Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour l'ozone (240 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LORRAINE	41	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.0	0.4	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LORRAINE	41	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	1.7	ND	1.0	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	30.0	61.0	45.0	95.0	43.0	57.0	57.0	48.0	48.0	46.0	32.0	39.0	30.0
LORRAINE	41	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	0.0	5.7	0.3	19.1	0.2	2.0	5.4	0.6	1.2	0.5	0.2	0.4	0.0
LORRAINE	41	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	8.7	6.0	20.9	4.0	5.6	8.2	7.5	15.5	6.5	4.0	2.5	ND
LORRAINE	41	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	1.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	4.0	4.0
LORRAINE	41	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	83.0	79.0	64.0	70.0	62.0	63.0	61.0	62.0	60.0	62.0	65.0	60.0	59.0
MIDI-PYRENEES	73	AI02Nombre de capteurs analysant l'ozone en situation de fond urbain (SFU)	nombre	9.0	10.0	8.0	10.0	13.0	14.0	14.0	14.0	13.0	13.0	13.0	15.0	13.0
MIDI-PYRENEES	73	AI02Population des unités urbaines dans lesquelles se trouvent des capteurs analysant l'ozone en SFU	nombre	1029186.0	1085685.0	1029186.0	1085685.0	1299070.0	1372174.0	1372174.0	1372174.0	1372174.0	1372174.0	1372174.0	1372174.0	1372174.0
MIDI-PYRENEES	73	AI02Concentration moyenne annuelle en ozone (en µg/m3) en SFU	µg/m3	47.0	47.0	47.0	60.0	53.0	53.0	54.0	49.0	51.0	53.0	54.0	54.0	55.0
MIDI-PYRENEES	73	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour l'ozone (180 µg/m3 en moyenne sur 1 heure) en SFU	nombre	1.0	1.0	2.0	6.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0
MIDI-PYRENEES	73	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU	nombre	0.1	0.3	0.3	2.6	0.2	0.3	0.4	0.0	0.1	0.0	0.1	0.0	0.1
MIDI-PYRENEES	73	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	1.0	1.0	2.0	3.3	1.5	1.0	1.3	ND	1.0	ND	1.0	ND	1.0
MIDI-PYRENEES	73	AI02Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour l'ozone (240 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIDI-PYRENEES	73	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIDI-PYRENEES	73	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	25.0	38.0	23.0	90.0	51.0	45.0	48.0	25.0	32.0	35.0	44.0	46.0	39.0
MIDI-PYRENEES	73	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	0.0	1.0	0.0	28.1	1.8	0.4	3.1	0.0	0.2	0.0	0.5	0.2	0.0
MIDI-PYRENEES	73	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	5.0	ND	31.2	11.5	3.0	6.1	ND	2.0	ND	2.3	3.0	ND
MIDI-PYRENEES	73	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
MIDI-PYRENEES	73	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	61.0	62.0	64.0	73.0	63.0	64.0	66.0	58.0	63.0	63.0	65.0	68.0	66.0
NORD-PAS-DE-CALAIS	31	AI02Nombre de capteurs analysant l'ozone en situation de fond urbain (SFU)	nombre	29.0	32.0	36.0	35.0	34.0	35.0	38.0	34.0	36.0	32.0	22.0	20.0	19.0
NORD-PAS-DE-CALAIS	31	AI02Population des unités urbaines dans lesquelles se trouvent des capteurs analysant l'ozone en SFU	nombre	2571382.0	2598413.0	2962463.0	2962463.0	2962463.0	2974136.0	3040523.0	3001819.0	3001819.0	2997153.0	2997153.0	2949970.0	2949970.0
NORD-PAS-DE-CALAIS	31	AI02Concentration moyenne annuelle en ozone (en µg/m3) en SFU	µg/m3	39.0	43.0	44.0	44.0	42.0	40.0	44.0	42.0	44.0	44.0	43.0	45.0	44.0
NORD-PAS-DE-CALAIS	31	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour l'ozone (180 µg/m3 en moyenne sur 1 heure) en SFU	nombre	3.0	11.0	4.0	23.0	7.0	6.0	13.0	4.0	0.0	3.0	3.0	4.0	3.0
NORD-PAS-DE-CALAIS	31	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU	nombre	1.1	1.7	0.8	6.2	1.4	0.7	3.0	0.8	0.0	0.4	0.6	0.2	1.2
NORD-PAS-DE-CALAIS	31	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	1.4	4.4	1.4	6.8	2.1	1.8	3.6	1.7	ND	1.1	1.3	1.3	1.9
NORD-PAS-DE-CALAIS	31	AI02Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour l'ozone (240 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORD-PAS-DE-CALAIS	31	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORD-PAS-DE-CALAIS	31	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	1.0	ND	1.3	ND	ND	ND	ND	ND	ND	ND	ND	ND
NORD-PAS-DE-CALAIS	31	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	18.0	35.0	19.0	57.0	26.0	30.0	39.0	21.0	24.0	23.0	24.0	31.0	15.0
NORD-PAS-DE-CALAIS	31	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	0.0	0.7	0.0	7.2	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.1	0.0
NORD-PAS-DE-CALAIS	31	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	2.2	ND	10.0	ND	ND	3.5	ND	ND	ND	ND	1.0	ND
